"FOAFGroup"|"foafGroupName"|"FOAFPerson"|"foafPersonName"|"foafPersonHomepage"|"foafPersonMember"|"BIBOJournal"|"BIBOJournalName"|"BIBOJournalISSN"|"BIBTEXArticle"|"BIBTEXArticleHasAuthor"|"BIBTEXArticleTitle"|"BIBTEXArticleHasJournal"|"BIBTEXArticleHasVolume"|"BIBTEXArticleHasNumber"|"BIBTEXArticleHasPages"|"BIBTEXArticleHasYear"|"DCContributor"
"FOAFGroup_DEVET_G"|"DEVET/G"|"FOAFPerson_3398596290460318"|"GABRIEL AUGUSTO MONTEIRO"|"http://lattes.cnpq.br/3398596290460318"|"FOAFGroup_DEVET_G"|"Journal_0103-8478"|"Ciência Rural (UFSM. Impresso)"|"0103-8478"|"BIBTEXArticle_Influência_da_monofenilbutazona_associada_ou_não_ao_omeprazol_sobre_o_sistema_digestório_e_renal_de_pôneis_hígidos0103-84782009"|"Pinto, José de Oliveira, Souza, Maria Verônica de, Costa, Paulo Renato dos Santos, Ribeiro Júnior, José Ivo, Maia, Leandro, MONTEIRO, G. A.;Monteiro, Gabriel Augusto;Monteiro, Grabriel Augusto;Gabriel A. Monteiro;MONTEIRO, GABRIEL A.;MONTEIRO, G.A."|"Influência da monofenilbutazona associada ou não ao omeprazol sobre o sistema digestório e renal de pôneis hígidos"|"Journal_0103-8478"|"39"|"01"|"96-103"|"2009"|"FOAFPerson_3398596290460318"
"FOAFGroup_DEAGRO_G"|"DEAGRO/G"|"FOAFPerson_8328754543048690"|"JULIANO TADEU VILELA DE RESENDE"|"http://lattes.cnpq.br/8328754543048690"|"FOAFGroup_DEAGRO_G"|"Journal_1808-0251"|"Ambiência (UNICENTRO)"|"1808-0251"|"BIBTEXArticle_Influência_da_nutrição_mineral_foliar_nas_doenças_da_parte_aérea_e_no_rendimento_da_cultura_da_soja_/_Foliar_nutrition_influence_over_soybean_aerial_part_diseases_and_yield_crop1808-02512011"|"Morales, Rafael Gustavo Ferreira, Santos,I, Tomazeli, V.N, RESENDE, J. T. V."|"Influência da nutrição mineral foliar nas doenças da parte aérea e no rendimento da cultura da soja / Foliar nutrition influence over soybean aerial part diseases and yield crop"|"Journal_1808-0251"|"7"|""|"207-215"|"2011"|"FOAFPerson_8328754543048690"
"FOAFGroup_DEGEO_G"|"DEGEO/G"|"FOAFPerson_2389916164041767"|"LEANDRO REDIN VESTENA"|"http://lattes.cnpq.br/2389916164041767"|"FOAFGroup_DEGEO_G"|"Journal_1980-1726"|"Hygeia : Revista Brasileira de Geografia Médica e da Saúde (Uberlândia)"|"1980-1726"|"BIBTEXArticle_Influência_da_pluviosidade_e_temperatura_ambiente_na_longevidade_e_fecundidade_dos_Aedes_aegypti_e_albopictus_na_cidade_de_Guarapuava-PR_e_possibilidade_de_superinfestação1980-17262014"|"CONRADO, L., Vestena, Leandro R."|"Influência da pluviosidade e temperatura ambiente na longevidade e fecundidade dos Aedes aegypti e albopictus na cidade de Guarapuava-PR e possibilidade de superinfestação"|"Journal_1980-1726"|"10"|"18"|"1-18"|"2014"|"FOAFPerson_2389916164041767"
"FOAFGroup_DEGEO_G"|"DEGEO/G"|"FOAFPerson_4660243356517448"|"EDIVALDO LOPES THOMAZ"|"http://lattes.cnpq.br/4660243356517448"|"FOAFGroup_DEGEO_G"|"Journal_1850-2067"|"Ciencia del Suelo (En Línea)"|"1850-2067"|"BIBTEXArticle_Influência_da_temperatura_no_diâmetro_e_na_estabilidade_de_agregados_em_Chernossolo,_Saskatchewan,_Canadá_(Nota_Técnica)1850-20672011"|"THOMAZ, E. L."|"Influência da temperatura no diâmetro e na estabilidade de agregados em Chernossolo, Saskatchewan, Canadá (Nota Técnica)"|"Journal_1850-2067"|"29"|"2"|"227-284"|"2011"|"FOAFPerson_4660243356517448"
"FOAFGroup_DEAGRO_G"|"DEAGRO/G"|"FOAFPerson_9449940655719033"|"CLEBER DANIEL DE GOES MACIEL"|"http://lattes.cnpq.br/9449940655719033"|"FOAFGroup_DEAGRO_G"|"Journal_2236-1065"|"Revista Brasileira de Herbicidas"|"2236-1065"|"BIBTEXArticle_Influência_da_textura_do_solo_na_seletividade_do_herbicida_fomesafen_aplicado_em_pré-emergência_do_algodoeiro2236-10652014"|"OLIVEIRA NETO, A. M., KARPINSKI, R. A. K., GUERRA, N., CONSTANTIN, J., OLIVEIRA JÚNIOR, R. S., MACIEL, C.D.G."|"Influência da textura do solo na seletividade do herbicida fomesafen aplicado em pré-emergência do algodoeiro"|"Journal_2236-1065"|"13"|"2"|"125-133"|"2014"|"FOAFPerson_9449940655719033"
"FOAFGroup_DEAGRO_G"|"DEAGRO/G"|"FOAFPerson_8328754543048690"|"JULIANO TADEU VILELA DE RESENDE"|"http://lattes.cnpq.br/8328754543048690"|"FOAFGroup_DEAGRO_G"|"Journal_2175-9405"|"Ambiência (Online)"|"2175-9405"|"BIBTEXArticle_Influência_da_umidade_de_grãos_de_trigo_sobre_as_perdas_qualitativas_e_quantitativas_durante_a_colheita_mecanizada_/_Influence_of_moisture_grain_wheat_about_quantitative_and_qualitative_losses_during_mechanised_harvesting2175-94052013"|"UNIVERSIDADE ESTADUAL DE MARINGÁ, UEM, FIGUEIREDO, Alex Sandro Torre, Resende, Juliano Tadeu Vilela de, MEERT, LEANDRO, RIZZARDI, DIEGO ARY"|"Influência da umidade de grãos de trigo sobre as perdas qualitativas e quantitativas durante a colheita mecanizada / Influence of moisture grain wheat about quantitative and qualitative losses during mechanised harvesting"|"Journal_2175-9405"|"9"|"2"|"349-357"|"2013"|"FOAFPerson_8328754543048690"
"FOAFGroup_DENAM_I"|"DENAM/I"|"FOAFPerson_1554298849674091"|"CARLOS MAGNO DE SOUSA VIDAL"|"http://lattes.cnpq.br/1554298849674091"|"FOAFGroup_DENAM_I"|"Journal_0100-4670"|"Eclética Química (UNESP. Araraquara. Impresso)"|"0100-4670"|"BIBTEXArticle_Influência_das_características_físico-químicas_do_esgoto_sanitário_na_desinfecção_com_ácido_peracético0100-46702012"|"CAVALINI, G. S., CAMPOS, S. X., Souza, J.B, VIDAL, C. M. S.;DE SOUSA VIDAL, CARLOS MAGNO;VIDAL, CARLOS MAGNO;VIDAL, CARLOS MAGNO DE SOUSA"|"Influência das características físico-químicas do esgoto sanitário na desinfecção com ácido peracético"|"Journal_0100-4670"|"37"|""|"38-44"|"2012"|"FOAFPerson_1554298849674091"
"FOAFGroup_DEFISIO_G"|"DEFISIO/G"|"FOAFPerson_2047518882892842"|"ANDERSOM RICARDO FREZ"|"http://lattes.cnpq.br/2047518882892842"|"FOAFGroup_DEFISIO_G"|"Journal_0103-5150"|"Fisioterapia em Movimento (PUCPR. Impresso)"|"0103-5150"|"BIBTEXArticle_Influência_das_orientações_fisioterapêuticas_na_qualidade_de_vida_e_na_sobrecarga_de_cuidadores0103-51502013"|"Fernandes, Bruna Cristina Warken, Ferreira, Karla Caroline Pacheco, Marodin, Maira Franciele, Val, Maria Odette Nassif do, Fréz, Andersom Ricardo"|"Influência das orientações fisioterapêuticas na qualidade de vida e na sobrecarga de cuidadores"|"Journal_0103-5150"|"26"|"1"|"151-158"|"2013"|"FOAFPerson_2047518882892842"
"FOAFGroup_DEDUF_G"|"DEDUF/G"|"FOAFPerson_4765697449834723"|"MARCUS PEIKRISZWILI TARTARUGA"|"http://lattes.cnpq.br/4765697449834723"|"FOAFGroup_DEDUF_G"|"Journal_1980-6574"|"Motriz : Revista de Educação Física (Online)"|"1980-6574"|"BIBTEXArticle_Influência_das_variáveis_antropométricas_na_economia_de_corrida_e_no_comprimento_de_passada_em_corredoras_de_rendimento1980-65742007"|"KRUEL, Luiz Fernando Martins, TARTARUGA, Leonardo Alexandre Peyré, COERTJENS, Marcelo, OLIVEIRA, Alessandra Silva, RIBAS, Leonardo Rossato, TARTARUGA, Marcus Peikriszwili;Tartaruga, M. P.;Tartaruga, Marcus Peikriszwili;Tartaruga, Marcus P;TARTARUGA, M."|"Influência das variáveis antropométricas na economia de corrida e no comprimento de passada em corredoras de rendimento"|"Journal_1980-6574"|"13"|"1"|"1-6"|"2007"|"FOAFPerson_4765697449834723"
"FOAFGroup_DEGEO_I"|"DEGEO/I"|"FOAFPerson_5729249229128871"|"VALDEMIR ANTONELI"|"http://lattes.cnpq.br/5729249229128871"|"FOAFGroup_DEGEO_I"|"Journal_1984-2295"|"Revista Brasileira de Geografia Física"|"1984-2295"|"BIBTEXArticle_Influência_de_Alguns_Elementos_Climáticos_na_Deposição_de_Serapilheira_no__Cultivo_de_Erva_Mate_(Ilex_paraguariensis)_na_Região_Sudeste_do_Paraná1984-22952014"|"ANTONELI, V., SCHENEMANN, R."|"Influência de Alguns Elementos Climáticos na Deposição de Serapilheira no  Cultivo de Erva Mate (Ilex paraguariensis) na Região Sudeste do Paraná"|"Journal_1984-2295"|"07"|"3"|"486-496"|"2014"|"FOAFPerson_5729249229128871"
"FOAFGroup_DEF_I"|"DEF/I"|"FOAFPerson_6848604682738349"|"DANIELE UKAN"|"http://lattes.cnpq.br/6848604682738349"|"FOAFGroup_DEF_I"|"Journal_0103-989X"|"Revista Acadêmica: Ciências Agrárias e Ambientais (PUCPR. Impresso)"|"0103-989X"|"BIBTEXArticle_Influência_de_Métodos_Silviculturais_para_o_Controle_de_Plantas_Infestantes_Sobre_o_Crescimento_de_Mudas_de_Eucalyptus_L?Hér.,1789.0103-989X2011"|"SOUZA., P. G., Sousa, N.J., UKAN, Daniele"|"Influência de Métodos Silviculturais para o Controle de Plantas Infestantes Sobre o Crescimento de Mudas de Eucalyptus L?Hér.,1789."|"Journal_0103-989X"|"9"|"1"|"87-97"|"2011"|"FOAFPerson_6848604682738349"
"FOAFGroup_DEQ_G"|"DEQ/G"|"FOAFPerson_8100252618782686"|"MARIA LURDES FELSNER"|"http://lattes.cnpq.br/8100252618782686"|"FOAFGroup_DEQ_G"|"Journal_2175-5620"|"REVISTA  DE CIÊNCIAS EXATAS E NATURAIS"|"2175-5620"|"BIBTEXArticle_Influência_de_Variáveis_Experimentais_na_Determinação_Refratométrica_de_Umidade_em_Mel2175-56202011"|"FELSNER, M. L.;FELSNER, MARIA LURDES;FELSNER, MARIA L.;FELSNER, MARIA DE LURDES, CANO, Cristiane Bonadi"|"Influência de Variáveis Experimentais na Determinação Refratométrica de Umidade em Mel"|"Journal_2175-5620"|"13"|"1"|"139-150"|"2011"|"FOAFPerson_8100252618782686"
"FOAFGroup_DEAGRO_G"|"DEAGRO/G"|"FOAFPerson_4913331884134387"|"LILIAN YUKARI YAMAMOTO"|"http://lattes.cnpq.br/4913331884134387"|"FOAFGroup_DEAGRO_G"|"Journal_1676-546X"|"Semina. Ciências Agrárias (Impresso)"|"1676-546X"|"BIBTEXArticle_Influência_de_auxina_na_aclimatização_de_Oncidium_baueri_(Orchidaceae)1676-546X2007"|"SORACE, M, FARIA, R. T., YAMAMOTO, L. Y.;Yamamoto, Lilian Yukari;Yamamotoi, Lilian Yukari, SCHNITZER, J. A., TAKAHASHI, L. S. A."|"Influência de auxina na aclimatização de Oncidium baueri (Orchidaceae)"|"Journal_1676-546X"|"28"|"2"|"195-200"|"2007"|"FOAFPerson_4913331884134387"
"FOAFGroup_DEAGRO_G"|"DEAGRO/G"|"FOAFPerson_6938077834946114"|"CACILDA MARCIA DUARTE RIOS FARIA"|"http://lattes.cnpq.br/6938077834946114"|"FOAFGroup_DEAGRO_G"|"Journal_1983-084X"|"Revista Brasileira de Plantas Medicinais"|"1983-084X"|"BIBTEXArticle_Influência_de_diferentes_extratos_de_plantas_medicinais_no_desenvolvimento_de_Colletotricum_gloesporioides_e_Fusarium_moniliforme1983-084X2014"|"MARCONDES, M.M., MARCONDES, M.M., BALDIN, I., MAIA, A. J., LEITE, C. D., FARIA, C.M.D.R."|"Influência de diferentes extratos de plantas medicinais no desenvolvimento de Colletotricum gloesporioides e Fusarium moniliforme"|"Journal_1983-084X"|"16"|"4"|"896-904"|"2014"|"FOAFPerson_6938077834946114"
"FOAFGroup_DEGEO_G"|"DEGEO/G"|"FOAFPerson_4660243356517448"|"EDIVALDO LOPES THOMAZ"|"http://lattes.cnpq.br/4660243356517448"|"FOAFGroup_DEGEO_G"|"Journal_1981-6537"|"Terr@ Plural (UEPG. Impresso)"|"1981-6537"|"BIBTEXArticle_Influência_de_escombros_lenhosos_na_dinâmica_de_riachos_em_área_de_faxinal1981-65372011"|"DIAS, W., THOMAZ, E. L."|"Influência de escombros lenhosos na dinâmica de riachos em área de faxinal"|"Journal_1981-6537"|"5"|"2"|"229-248"|"2011"|"FOAFPerson_4660243356517448"
"FOAFGroup_DEFISIO_G"|"DEFISIO/G"|"FOAFPerson_1882037531310547"|"MARINA PEGORARO BARONI"|"http://lattes.cnpq.br/1882037531310547"|"FOAFGroup_DEFISIO_G"|"Journal_0104-1282"|"Revista Brasileira de Crescimento e Desenvolvimento Humano (Impresso)"|"0104-1282"|"BIBTEXArticle_Influência_do_Uso_da_Rede_de_Descanso_no_Desempenho_Motor_de_Lactentes_nascidos_a_Termo0104-12822014"|"Bezerra, IFD, Torres, VB, Lopes, JM, Baroni MP, PEREIRA, S. A."|"Influência do Uso da Rede de Descanso no Desempenho Motor de Lactentes nascidos a Termo"|"Journal_0104-1282"|"24"|"1"|"106-111"|"2014"|"FOAFPerson_1882037531310547"
"FOAFGroup_DEAGRO_G"|"DEAGRO/G"|"FOAFPerson_0413552050308341"|"MARCOS VENTURA FARIA"|"http://lattes.cnpq.br/0413552050308341"|"FOAFGroup_DEAGRO_G"|"Journal_1983-6325"|"Pesquisa Aplicada & Agrotecnologia (Impresso)"|"1983-6325"|"BIBTEXArticle_Influência_do_espaçamento_entre_linhas_e_da_densidade_de_semeadura_no_cultivo_do_sorgo_em_manejo_de_cortes1983-63252010"|"NEUMANN, M., RESTLE, J., NORNBERG, J. L., OLIBONI, R., PELLEGRINI, L. G., FARIA, M. V., MARAFON, F."|"Influência do espaçamento entre linhas e da densidade de semeadura no cultivo do sorgo em manejo de cortes"|"Journal_1983-6325"|"3"|""|"65-73"|"2010"|"FOAFPerson_0413552050308341"
"FOAFGroup_DEVET_G"|"DEVET/G"|"FOAFPerson_6610260636799744"|"MIKAEL NEUMANN"|"http://lattes.cnpq.br/6610260636799744"|"FOAFGroup_DEVET_G"|"Journal_1983-6325"|"Pesquisa Aplicada & Agrotecnologia (Impresso)"|"1983-6325"|"BIBTEXArticle_Influência_do_espaçamento_entre_linhas_e_da_densidade_de_semeadura_no_cultivo_do_sorgo_em_manejo_de_cortes1983-63252010"|"NEUMANN, M., RESTLE, João, NORNBERG, J. L., OLIBONI, R., PELLEGRINI, Luis Giovani de, FARIA, M. V., MARAFON, F."|"Influência do espaçamento entre linhas e da densidade de semeadura no cultivo do sorgo em manejo de cortes"|"Journal_1983-6325"|"3"|"3"|"65-73"|"2010"|"FOAFPerson_6610260636799744"
"FOAFGroup_DEF_I"|"DEF/I"|"FOAFPerson_4151544991447365"|"AFONSO FIGUEIREDO FILHO"|"http://lattes.cnpq.br/4151544991447365"|"FOAFGroup_DEF_I"|"Journal_1413-9324"|"Scientia Forestalis (IPEF)"|"1413-9324"|"BIBTEXArticle_Influência_do_espaço_vital_de_crescimento_na_altura_e_diâmetro_de_Pinus_taeda_L.1413-93242011"|"INOUE, Mario Takao, FIGUEIREDO FILHO, A., Lima, R."|"Influência do espaço vital de crescimento na altura e diâmetro de Pinus taeda L."|"Journal_1413-9324"|"39"|"91"|"377-385"|"2011"|"FOAFPerson_4151544991447365"
"FOAFGroup_DENUT_G"|"DENUT/G"|"FOAFPerson_6817895976879675"|"CARYNA EURICH MAZUR"|"http://lattes.cnpq.br/6817895976879675"|"FOAFGroup_DENUT_G"|"Journal_1517-2570"|"UNOPAR Científica. Ciências Biológicas e da Saúde"|"1517-2570"|"BIBTEXArticle_Influência_do_estado_nutricional_no_desenvolvimento_de_doenças_cardiovasculares_em_mulheres_fisicamente_ativas1517-25702013"|"MAZUR, C. E., FERNANDES, M.D., MOTTA, C. C., NOVELLO, D."|"Influência do estado nutricional no desenvolvimento de doenças cardiovasculares em mulheres fisicamente ativas"|"Journal_1517-2570"|"ESP"|"15"|"1-5"|"2013"|"FOAFPerson_6817895976879675"
"FOAFGroup_DEAGRO_G"|"DEAGRO/G"|"FOAFPerson_2942478614198351"|"JACKSON KAWAKAMI"|"http://lattes.cnpq.br/2942478614198351"|"FOAFGroup_DEAGRO_G"|"Journal_1983-6325"|"Pesquisa Aplicada & Agrotecnologia (Impresso)"|"1983-6325"|"BIBTEXArticle_Influência_do_fotoperíodo_e_da_intensidade_de_radiação_solar_no_crescimento_e_produção_de_tubérculos_de_rabanete1983-63252012"|"SCHUSTER, M. Z., KAWAKAMI, J.;KAWAKAMI, JACKSON, BROETTO, D., SZYMCZAK, L. S., RAMALHO, K. R. O."|"Influência do fotoperíodo e da intensidade de radiação solar no crescimento e produção de tubérculos de rabanete"|"Journal_1983-6325"|"5"|"2"|"73-79"|"2012"|"FOAFPerson_2942478614198351"
"FOAFGroup_DEDUF_G"|"DEDUF/G"|"FOAFPerson_4765697449834723"|"MARCUS PEIKRISZWILI TARTARUGA"|"http://lattes.cnpq.br/4765697449834723"|"FOAFGroup_DEDUF_G"|"Journal_1413-7852"|"Acta Ortopédica Brasileira (Impresso)"|"1413-7852"|"BIBTEXArticle_Influência_do_gradiente_de_inclinação_na_pronação_subtalar_em_corrida_submáxima1413-78522013"|"OLIVEIRA, Vinicius Machado de, DETONI, Guilherme Cesca, FERREIRA, Cristhian, PORTELA, Bruno Sérgio, QUEIROGA, Marcos Roberto, Tartaruga, Marcus Peikriszwili"|"Influência do gradiente de inclinação na pronação subtalar em corrida submáxima"|"Journal_1413-7852"|"21"|"3"|"163-166"|"2013"|"FOAFPerson_4765697449834723"
"FOAFGroup_DEDUF_G"|"DEDUF/G"|"FOAFPerson_6567883239960466"|"MARCOS ROBERTO QUEIROGA"|"http://lattes.cnpq.br/6567883239960466"|"FOAFGroup_DEDUF_G"|"Journal_1413-7852"|"Acta Ortopédica Brasileira (Impresso)"|"1413-7852"|"BIBTEXArticle_Influência_do_gradiente_de_inclinação_na_pronação_subtalar_em_corrida_submáxima1413-78522013"|"OLIVEIRA, VINICIUS MACHADO DE, DETONI, GUILHERME CESCA, FERREIRA, CRISTHIAN, PORTELA, BRUNO SERGIO, Queiroga, Marcos Roberto, TARTARUGA, MARCUS PEIKRISZWILI"|"Influência do gradiente de inclinação na pronação subtalar em corrida submáxima"|"Journal_1413-7852"|"21"|"3"|"163-166"|"2013"|"FOAFPerson_6567883239960466"
"FOAFGroup_DEDUF_G"|"DEDUF/G"|"FOAFPerson_6754813859281072"|"BRUNO SERGIO PORTELA"|"http://lattes.cnpq.br/6754813859281072"|"FOAFGroup_DEDUF_G"|"Journal_1413-7852"|"Acta Ortopédica Brasileira (Impresso)"|"1413-7852"|"BIBTEXArticle_Influência_do_gradiente_de_inclinação_na_pronação_subtalar_em_corrida_submáxima1413-78522013"|"OLIVEIRA, V. M., DETONI, G. C., FERREIRA, C., PORTELA, B. S., QUEIROGA, M.R., TARTARUGA, M. P."|"Influência do gradiente de inclinação na pronação subtalar em corrida submáxima"|"Journal_1413-7852"|"21"|"3"|"163-166"|"2013"|"FOAFPerson_6754813859281072"
"FOAFGroup_DEQ_G"|"DEQ/G"|"FOAFPerson_8100252618782686"|"MARIA LURDES FELSNER"|"http://lattes.cnpq.br/8100252618782686"|"FOAFGroup_DEQ_G"|"Journal_0100-4042"|"Química Nova (Impresso)"|"0100-4042"|"BIBTEXArticle_Influência_do_material_e_volume_do_porta-amostra_na_determinação_termogravimétrica_do_teor_de_cinzas_em_mel0100-40422005"|"FELSNER, M. L.;FELSNER, MARIA LURDES;FELSNER, MARIA L.;FELSNER, MARIA DE LURDES, BRUNS, Roy Edward, MATOS, Jivaldo Do Rosário, CANO, Cristiane Bonaldi, Almeida-Muradian, Lígia Bicudo"|"Influência do material e volume do porta-amostra na determinação termogravimétrica do teor de cinzas em mel"|"Journal_0100-4042"|"28"|""|"713-"|"2005"|"FOAFPerson_8100252618782686"
"FOAFGroup_DEAGRO_G"|"DEAGRO/G"|"FOAFPerson_8328754543048690"|"JULIANO TADEU VILELA DE RESENDE"|"http://lattes.cnpq.br/8328754543048690"|"FOAFGroup_DEAGRO_G"|"Journal_1679-0359"|"Semina. Ciências Agrárias (Online)"|"1679-0359"|"BIBTEXArticle_Influência_do_silício_na_produção_e_na_qualidade_de_frutos_do_morangueiro1679-03592013"|"SILVA, MARIA LIGIA SOUZA, Resende, Juliano Tadeu Vilela de, TREVIZAM, ANDERSON RICARDO, FIGUEIREDO, Alex Sandro Torre, SCHWARZ, KÉLIN"|"Influência do silício na produção e na qualidade de frutos do morangueiro"|"Journal_1679-0359"|"34"|"6Supl1"|"3411-3424"|"2013"|"FOAFPerson_8328754543048690"
"FOAFGroup_DENUT_G"|"DENUT/G"|"FOAFPerson_1926872057630877"|"KÉLIN SCHWARZ"|"http://lattes.cnpq.br/1926872057630877"|"FOAFGroup_DENUT_G"|"Journal_1679-0359"|"Semina. Ciências Agrárias (Online)"|"1679-0359"|"BIBTEXArticle_Influência_do_silício_na_produção_e_na_qualidade_de_frutos_do_morangueiro1679-03592013"|"SILVA, M. L. S., RESENDE, J. T. V., TREVIZAM, A. R., FIGUEIREDO, A. S. T., SCHWARZ, K."|"Influência do silício na produção e na qualidade de frutos do morangueiro"|"Journal_1679-0359"|"34"|"6Supl1"|"3411-3424"|"2013"|"FOAFPerson_1926872057630877"
"FOAFGroup_DEFISIO_G"|"DEFISIO/G"|"FOAFPerson_2047518882892842"|"ANDERSOM RICARDO FREZ"|"http://lattes.cnpq.br/2047518882892842"|"FOAFGroup_DEFISIO_G"|"Journal_1806-0013"|"Revista Dor"|"1806-0013"|"BIBTEXArticle_Influência_do_tempo_de_aplicação_da_crioterapia_na_sensibilidade_cutânea1806-00132014"|"Gregório, Odair Aparecido, Cavalheiro, Reywerson, Tirelli, Rodrigo, Fréz, Andersom Ricardo, Ruaro, Marinêz Boeing, Ruaro, João Afonso"|"Influência do tempo de aplicação da crioterapia na sensibilidade cutânea"|"Journal_1806-0013"|"15"|"1"|"9-12"|"2014"|"FOAFPerson_2047518882892842"
"FOAFGroup_DEBIO_G"|"DEBIO/G"|"FOAFPerson_7499230397814853"|"GILMAR PERBICHE NEVES"|"http://lattes.cnpq.br/7499230397814853"|"FOAFGroup_DEBIO_G"|"Journal_1516-3598"|"Revista Brasileira de Zootecnia / Brazilian Journal of Animal Science"|"1516-3598"|"BIBTEXArticle_Influência_dos_cultivos_de_Litopenaues_vannamei_(Boone,_1931)_em_tanque_rede_sobre_a_qualidade_da_água_e_estrutura_da_comunidade_zooplanctônica_na_baía_de_Guaratuba,_Paraná1516-35982010"|"Pereira, L., Ventura, Ostrensky, A., PERBICHE-NEVES, G.;Perbiche-Neves, Gilmar;Perbiche-Neves G;Neves, Gilmar Perbiche;Neves, G. P.;Perbiche-Neves, G., Boeger, W."|"Influência dos cultivos de Litopenaues vannamei (Boone, 1931) em tanque rede sobre a qualidade da água e estrutura da comunidade zooplanctônica na baía de Guaratuba, Paraná"|"Journal_1516-3598"|"39"|"11"|"2315-2322"|"2010"|"FOAFPerson_7499230397814853"
"FOAFGroup_DEFISIO_G"|"DEFISIO/G"|"FOAFPerson_1882037531310547"|"MARINA PEGORARO BARONI"|"http://lattes.cnpq.br/1882037531310547"|"FOAFGroup_DEFISIO_G"|"Journal_1677-8510"|"Revista Brasileira de Fisiologia do Exercício"|"1677-8510"|"BIBTEXArticle_Influência_dos_exercícios_de_estabilização_central__sobre_a_oscilação_corporal_de_indivíduos_com_lombalgia_crônica1677-85102011"|"Adriana Regina de Andrade, Bruna Karla Grano, Francieli Wilhelms, Juliana Gaffuri, Marcela Costa, BARONI, M.P, CARVALHO, A.R, Gladson Ricardo Flor Bertolini"|"Influência dos exercícios de estabilização central  sobre a oscilação corporal de indivíduos com lombalgia crônica"|"Journal_1677-8510"|"10"|"3"|"137-141"|"2011"|"FOAFPerson_1882037531310547"
"FOAFGroup_DEVET_G"|"DEVET/G"|"FOAFPerson_2365639618259647"|"INFORMAR NOME"|"http://lattes.cnpq.br/2365639618259647"|"FOAFGroup_DEVET_G"|"Journal_0100-736X"|"Pesquisa Veterinária Brasileira (Impresso)"|"0100-736X"|"BIBTEXArticle_Influência_meteorológica_no_leucograma_e_na_população_citológica_do_trato_respiratório_de_bezerros0100-736X2011"|"BERTAGNON, H. G., ESPER, G. V. Z., EMANUELLI, M. P., Pellegrine, L. G."|"Influência meteorológica no leucograma e na população citológica do trato respiratório de bezerros"|"Journal_0100-736X"|"31"|"3"|"244-246"|"2011"|"FOAFPerson_2365639618259647"
"FOAFGroup_DECS_G"|"DECS/G"|"FOAFPerson_7911471643785863"|"FERNANDA PACHECO DE MORAES GUEVARA MALVESTITI"|"http://lattes.cnpq.br/7911471643785863"|"FOAFGroup_DECS_G"|"Journal_1605-4806"|"Razón y Palabra"|"1605-4806"|"BIBTEXArticle_Infomercial,_um_comercial_com_formato_de_programa_de_TV1605-48062009"|"MORAES, F. P."|"Infomercial, um comercial com formato de programa de TV"|"Journal_1605-4806"|"70"|""|"--"|"2009"|"FOAFPerson_7911471643785863"
"FOAFGroup_DEAGRO_G"|"DEAGRO/G"|"FOAFPerson_9286085119193660"|"ALINE MARQUES GENÚ"|"http://lattes.cnpq.br/9286085119193660"|"FOAFGroup_DEAGRO_G"|"Journal_0006-8705"|"Bragantia (São Paulo, SP. Impresso)"|"0006-8705"|"BIBTEXArticle_Informações_espectroeletromagnéticas_e_topográficas_na_determinação_de_teores_de_componentes_do_solo0006-87052010"|"GENÚ, A. M.;Genú, Aline Marques, DEMATTÊ, José Alexandre M"|"Informações espectroeletromagnéticas e topográficas na determinação de teores de componentes do solo"|"Journal_0006-8705"|"69"|""|"157-164"|"2010"|"FOAFPerson_9286085119193660"
"FOAFGroup_DEPED_G"|"DEPED/G"|"FOAFPerson_8319125914011438"|"JANE MARIA DE ABREU DREWINSKI"|"http://lattes.cnpq.br/8319125914011438"|"FOAFGroup_DEPED_G"|"Journal_1980-6116"|"Revista Eletrônica Lato Sensu"|"1980-6116"|"BIBTEXArticle_Infância_e_Adolescência_no_Brasil:_uma_prioridade_absoluta?1980-61162008"|"LIMA, B. F. M., DREWINSKI, J. M. A."|"Infância e Adolescência no Brasil: uma prioridade absoluta?"|"Journal_1980-6116"|"ed-5"|"2008"|"01-09"|"2008"|"FOAFPerson_8319125914011438"
"FOAFGroup_DEDUF_G"|"DEDUF/G"|"FOAFPerson_1257059349799963"|"LUIZ AUGUSTO DA SILVA"|"http://lattes.cnpq.br/1257059349799963"|"FOAFGroup_DEDUF_G"|"Journal_1415-5273"|"Revista de Nutrição (Impresso)"|"1415-5273"|"BIBTEXArticle_Ingestão_aguda_de_cafeína_reduz_a_glicemia_sanguínea_antes_e_após_o_exercício_físico_agudo_em_ratos_diabéticos1415-52732014"|"SILVA, LUIZ AUGUSTO DA, PEREIRA, RICARDO APARECIDO, TÚRMINA, JANAÍNA ANGELA, KERPPERS, IVO ILVAN, ALTIMARI, LEANDRO RICARDO, Malfatti, Carlos Ricardo Maneck"|"Ingestão aguda de cafeína reduz a glicemia sanguínea antes e após o exercício físico agudo em ratos diabéticos"|"Journal_1415-5273"|"27"|"2"|"143-149"|"2014"|"FOAFPerson_1257059349799963"
